word,weight
psalm,3050.0
habit,3049.0
helix,3049.0
vault,3047.0
burst,3046.0
agony,3045.0
drawn,3044.0
bused,3044.0
horny,3044.0
covey,3043.0
sandy,3042.0
ingot,3041.0
rover,3041.0
issue,3040.0
forty,3039.0
cramp,3039.0
lousy,3035.0
ratty,3033.0
totem,3033.0
venom,3032.0
login,3031.0
prank,3031.0
lingo,3031.0
gauze,3030.0
polka,3030.0
bicep,3029.0
ardor,3028.0
circa,3027.0
pixel,3027.0
girly,3026.0
crass,3025.0
steed,3025.0
posse,3024.0
rally,3023.0
tithe,3022.0
feign,3020.0
sheet,3020.0
waxen,3020.0
these,3020.0
tangy,3019.0
green,3019.0
genre,3019.0
nomad,3019.0
caput,3019.0
manic,3018.0
axion,3017.0
favor,3017.0
prawn,3017.0
hotly,3017.0
saucy,3017.0
elide,3017.0
wreck,3016.0
pansy,3015.0
enjoy,3015.0
gonad,3014.0
scold,3014.0
manly,3014.0
welch,3014.0
mourn,3013.0
bugle,3011.0
bulge,3011.0
shell,3010.0
lusty,3009.0
shout,3009.0
primo,3009.0
south,3009.0
hefty,3006.0
mirth,3005.0
revel,3005.0
glint,3005.0
lever,3005.0
mecca,3005.0
creed,3004.0
payee,3004.0
count,3003.0
froth,3003.0
forth,3003.0
natal,3002.0
right,3000.0
eking,3000.0
chief,3000.0
girth,3000.0
optic,2999.0
topic,2999.0
yacht,2999.0
cheer,2999.0
cavil,2999.0
faith,2998.0
steep,2998.0
sewer,2998.0
fruit,2997.0
dozen,2997.0
shaft,2996.0
ahead,2995.0
ruder,2994.0
udder,2994.0
gauge,2990.0
spell,2988.0
sleep,2988.0
curly,2988.0
spout,2987.0
trick,2987.0
moult,2986.0
gecko,2986.0
flash,2986.0
cabin,2983.0
grunt,2982.0
savoy,2981.0
nudge,2980.0
gland,2978.0
spurn,2978.0
crepe,2977.0
creep,2977.0
major,2977.0
duvet,2976.0
apart,2975.0
moose,2973.0
fraud,2970.0
birth,2970.0
woken,2969.0
throw,2969.0
worth,2969.0
imbue,2968.0
goose,2968.0
upper,2967.0
purer,2967.0
puree,2967.0
rupee,2967.0
disco,2966.0
croup,2966.0
flume,2965.0
world,2964.0
betel,2962.0
swath,2962.0
aglow,2960.0
clank,2960.0
quota,2959.0
river,2957.0
speck,2956.0
niece,2956.0
bench,2955.0
verse,2955.0
sever,2955.0
serve,2955.0
sting,2955.0
scene,2954.0
taint,2954.0
titan,2954.0
edify,2953.0
tulip,2953.0
reedy,2952.0
brunt,2952.0
lurch,2952.0
borax,2952.0
shawl,2952.0
avoid,2952.0
dryer,2952.0
burnt,2952.0
bison,2951.0
aroma,2950.0
armor,2950.0
bland,2948.0
graph,2946.0
ennui,2946.0
sigma,2946.0
sling,2945.0
agora,2945.0
ensue,2944.0
radii,2944.0
rumba,2943.0
given,2943.0
umbra,2943.0
nasal,2942.0
patch,2941.0
obese,2938.0
hymen,2938.0
harsh,2937.0
prowl,2937.0
smell,2937.0
mango,2936.0
among,2936.0
admin,2935.0
liege,2934.0
logic,2933.0
gusto,2931.0
brawn,2931.0
local,2930.0
creme,2926.0
tenth,2926.0
notch,2925.0
midge,2925.0
flint,2924.0
drift,2924.0
prism,2923.0
gnash,2923.0
donut,2920.0
knife,2919.0
vogue,2919.0
tunic,2919.0
sprig,2918.0
abbey,2918.0
quake,2918.0
adage,2917.0
mocha,2916.0
macho,2916.0
valid,2916.0
chord,2915.0
arbor,2915.0
sword,2914.0
alarm,2914.0
woven,2912.0
beset,2912.0
fleet,2911.0
index,2910.0
snack,2910.0
lanky,2908.0
prong,2908.0
sumac,2908.0
bayou,2907.0
belie,2904.0
libel,2904.0
tawny,2904.0
ivory,2904.0
newer,2904.0
bible,2904.0
pesky,2904.0
renew,2904.0
whelp,2904.0
vaunt,2903.0
crown,2903.0
aping,2903.0
crush,2902.0
bless,2902.0
flout,2900.0
exert,2899.0
unfed,2899.0
crypt,2898.0
guilt,2897.0
frank,2894.0
match,2890.0
agape,2890.0
error,2888.0
porch,2888.0
datum,2885.0
siege,2884.0
proud,2883.0
thank,2882.0
growl,2881.0
trunk,2881.0
loyal,2878.0
alloy,2878.0
juice,2875.0
whirl,2875.0
risky,2875.0
merry,2874.0
scuba,2873.0
squat,2873.0
stool,2872.0
dense,2871.0
wench,2870.0
topaz,2870.0
fleck,2869.0
begun,2867.0
built,2867.0
unity,2867.0
sheen,2866.0
unwed,2865.0
quail,2865.0
laugh,2865.0
hydro,2863.0
never,2861.0
tipsy,2861.0
nerve,2861.0
sound,2860.0
virus,2860.0
grass,2859.0
fluke,2859.0
clamp,2858.0
lofty,2858.0
snaky,2858.0
shady,2856.0
attic,2856.0
tacit,2856.0
cacti,2856.0
batch,2855.0
stink,2854.0
frond,2854.0
cycle,2854.0
ghost,2853.0
briny,2852.0
tally,2852.0
caulk,2852.0
grind,2851.0
joist,2851.0
trout,2851.0
tutor,2851.0
color,2851.0
plank,2850.0
candy,2850.0
lilac,2846.0
iliac,2846.0
class,2844.0
slink,2844.0
mount,2842.0
stock,2840.0
berry,2839.0
shirk,2839.0
greed,2838.0
stomp,2836.0
usual,2834.0
madly,2833.0
rabbi,2831.0
sleek,2831.0
swami,2831.0
briar,2831.0
chasm,2830.0
arrow,2830.0
shunt,2829.0
scrum,2829.0
brass,2829.0
syrup,2828.0
gourd,2827.0
humor,2827.0
sweet,2827.0
annex,2824.0
etude,2823.0
rough,2822.0
shank,2822.0
crazy,2821.0
woman,2821.0
creek,2820.0
drown,2820.0
tacky,2820.0
light,2819.0
leech,2818.0
synod,2818.0
epoxy,2817.0
swell,2817.0
touch,2817.0
scowl,2816.0
wagon,2816.0
quasi,2815.0
elude,2813.0
cloud,2812.0
could,2812.0
input,2809.0
churn,2808.0
scamp,2808.0
breed,2808.0
flask,2807.0
amply,2806.0
chirp,2804.0
eerie,2804.0
tasty,2802.0
gamut,2802.0
thrum,2801.0
cross,2801.0
group,2800.0
aphid,2800.0
slimy,2800.0
weigh,2800.0
spank,2800.0
lorry,2799.0
badly,2798.0
jerky,2795.0
scrub,2794.0
semen,2793.0
sally,2792.0
burly,2792.0
genie,2790.0
vigor,2790.0
twang,2790.0
ferry,2788.0
still,2788.0
stilt,2788.0
spawn,2786.0
canon,2786.0
truck,2783.0
carry,2781.0
teddy,2781.0
friar,2780.0
trump,2779.0
midst,2779.0
jaunt,2777.0
junta,2777.0
smith,2774.0
chalk,2774.0
blunt,2771.0
watch,2770.0
sight,2769.0
droll,2768.0
drool,2768.0
chess,2768.0
gravy,2768.0
rocky,2767.0
toxin,2767.0
equip,2767.0
pique,2767.0
gouge,2766.0
smirk,2766.0
stash,2766.0
youth,2765.0
trust,2765.0
truss,2765.0
strut,2765.0
month,2764.0
blank,2764.0
handy,2762.0
wrack,2762.0
album,2762.0
salad,2761.0
merge,2760.0
evade,2759.0
thong,2759.0
axiom,2758.0
freed,2757.0
defer,2757.0
joint,2757.0
shall,2756.0
slash,2756.0
stick,2756.0
nobly,2755.0
dogma,2755.0
magic,2754.0
petty,2754.0
heave,2754.0
gaffe,2753.0
cling,2753.0
havoc,2753.0
revue,2753.0
larva,2751.0
stung,2751.0
troop,2751.0
drink,2750.0
canal,2750.0
taunt,2750.0
sorry,2749.0
piece,2748.0
bonus,2747.0
bigot,2747.0
slick,2746.0
abbot,2744.0
taboo,2744.0
pasta,2744.0
pouty,2743.0
limbo,2742.0
slung,2741.0
annul,2740.0
filth,2738.0
bring,2738.0
grown,2737.0
kneel,2737.0
wrong,2737.0
shrug,2736.0
annoy,2734.0
crimp,2731.0
brisk,2731.0
ember,2730.0
shiny,2729.0
lucid,2728.0
morph,2727.0
human,2726.0
sieve,2726.0
shack,2724.0
blond,2724.0
gooey,2724.0
tryst,2723.0
crowd,2722.0
clown,2722.0
seedy,2721.0
balmy,2720.0
birch,2718.0
where,2718.0
dross,2718.0
minty,2716.0
flank,2713.0
every,2711.0
tying,2711.0
butte,2710.0
brown,2707.0
spiny,2707.0
brush,2706.0
doing,2706.0
dingo,2706.0
shrub,2706.0
foamy,2705.0
kebab,2703.0
lying,2701.0
motif,2701.0
motor,2700.0
dwarf,2699.0
modem,2698.0
minus,2698.0
silky,2694.0
wharf,2694.0
suing,2693.0
dodge,2693.0
prior,2693.0
harry,2693.0
using,2693.0
afoot,2693.0
itchy,2691.0
sauna,2690.0
event,2690.0
elegy,2688.0
leggy,2688.0
shift,2688.0
fancy,2686.0
budge,2686.0
debug,2686.0
dusty,2684.0
study,2684.0
drill,2684.0
offal,2683.0
small,2683.0
aloof,2683.0
guess,2680.0
segue,2680.0
frisk,2680.0
glass,2678.0
pivot,2675.0
night,2675.0
thing,2675.0
hence,2674.0
razor,2674.0
unfit,2672.0
shaky,2672.0
parry,2671.0
wordy,2670.0
dowry,2670.0
rowdy,2670.0
undue,2669.0
vixen,2669.0
toxic,2669.0
forum,2668.0
theme,2667.0
black,2666.0
robot,2665.0
waltz,2663.0
speed,2663.0
koala,2663.0
exile,2660.0
tibia,2660.0
ditch,2660.0
sheep,2658.0
belly,2658.0
ledge,2657.0
fatal,2657.0
augur,2657.0
frown,2656.0
mouth,2656.0
wring,2653.0
clink,2652.0
pence,2652.0
tough,2651.0
ought,2651.0
smack,2651.0
stunk,2650.0
child,2650.0
alibi,2650.0
allow,2649.0
basal,2648.0
joust,2647.0
stint,2644.0
ghoul,2641.0
slunk,2640.0
blind,2640.0
brink,2637.0
rigor,2637.0
amiss,2635.0
fudge,2635.0
gross,2635.0
pitch,2633.0
botch,2631.0
seven,2630.0
queer,2629.0
needy,2627.0
bleed,2627.0
lunch,2627.0
doubt,2626.0
prick,2625.0
vomit,2624.0
donor,2624.0
grimy,2623.0
stout,2620.0
snowy,2620.0
marry,2620.0
honor,2619.0
awake,2618.0
banjo,2617.0
flack,2615.0
quilt,2615.0
seize,2613.0
plush,2611.0
catty,2610.0
moldy,2609.0
spicy,2609.0
staff,2607.0
mangy,2606.0
musty,2606.0
floor,2604.0
godly,2604.0
ozone,2603.0
gusty,2601.0
grill,2601.0
basis,2600.0
penny,2600.0
coach,2600.0
bleep,2600.0
music,2600.0
bylaw,2600.0
flail,2599.0
occur,2599.0
focus,2598.0
verge,2597.0
bingo,2593.0
awful,2591.0
drama,2589.0
lynch,2585.0
quark,2585.0
shown,2584.0
theft,2581.0
pithy,2581.0
hound,2580.0
sooty,2578.0
gaudy,2576.0
opium,2576.0
await,2575.0
think,2574.0
catch,2574.0
hatch,2574.0
frock,2572.0
deuce,2571.0
fritz,2570.0
amaze,2568.0
mogul,2568.0
crack,2566.0
vapid,2564.0
flaky,2563.0
guild,2562.0
weave,2561.0
fewer,2559.0
pound,2558.0
beget,2554.0
banal,2554.0
junto,2553.0
stuck,2552.0
tweed,2552.0
idiot,2549.0
enemy,2549.0
clung,2549.0
ditto,2549.0
stump,2548.0
stood,2547.0
drunk,2546.0
moron,2546.0
vinyl,2543.0
sooth,2542.0
shoot,2542.0
dwell,2542.0
mania,2541.0
brick,2539.0
slump,2538.0
squad,2538.0
tenet,2537.0
wheel,2537.0
aging,2536.0
again,2536.0
young,2533.0
quash,2533.0
build,2532.0
slosh,2532.0
pupal,2532.0
would,2531.0
sixty,2531.0
champ,2528.0
swamp,2527.0
comma,2527.0
crump,2527.0
blown,2526.0
colon,2526.0
dimly,2525.0
blush,2525.0
villa,2522.0
avail,2522.0
stoop,2520.0
frill,2520.0
dally,2517.0
privy,2516.0
fever,2516.0
fence,2515.0
ficus,2514.0
phony,2511.0
sloop,2510.0
spool,2510.0
qualm,2510.0
owing,2508.0
mound,2507.0
fling,2506.0
cumin,2506.0
krill,2500.0
patty,2500.0
shock,2500.0
delve,2499.0
imply,2498.0
sixth,2495.0
swift,2495.0
vodka,2491.0
apply,2490.0
sulky,2490.0
truth,2485.0
silly,2484.0
proxy,2484.0
fluid,2481.0
pinch,2479.0
ionic,2478.0
conic,2478.0
sense,2477.0
thick,2476.0
flown,2475.0
nylon,2474.0
flush,2474.0
bound,2472.0
adapt,2469.0
award,2469.0
union,2468.0
excel,2466.0
eject,2466.0
sweep,2465.0
climb,2464.0
witch,2462.0
blink,2456.0
cabal,2456.0
igloo,2456.0
dutch,2456.0
parka,2456.0
canny,2456.0
pouch,2455.0
alpha,2454.0
gloss,2454.0
wrung,2449.0
quell,2448.0
gipsy,2443.0
block,2442.0
crumb,2441.0
stunt,2440.0
blitz,2440.0
sappy,2440.0
rumor,2438.0
dryly,2438.0
limit,2435.0
boost,2434.0
showy,2434.0
gayly,2434.0
judge,2432.0
druid,2432.0
venue,2428.0
smock,2427.0
naval,2426.0
spill,2426.0
swing,2422.0
curvy,2422.0
found,2421.0
droop,2416.0
might,2416.0
tabby,2414.0
jetty,2414.0
batty,2414.0
kneed,2412.0
axial,2406.0
karma,2405.0
jelly,2404.0
usurp,2403.0
cough,2399.0
snuck,2398.0
roomy,2396.0
flock,2391.0
wound,2387.0
bevel,2386.0
clack,2385.0
rugby,2384.0
rotor,2384.0
fishy,2384.0
gassy,2384.0
beech,2380.0
width,2379.0
avian,2378.0
coyly,2376.0
dying,2376.0
dingy,2376.0
smoky,2375.0
folio,2375.0
dandy,2373.0
floss,2373.0
quoth,2369.0
unify,2368.0
mulch,2368.0
salsa,2367.0
blurb,2367.0
snoop,2366.0
spoon,2366.0
ninth,2364.0
taffy,2363.0
fatty,2363.0
refer,2363.0
gulch,2363.0
freer,2363.0
filmy,2361.0
expel,2356.0
abyss,2354.0
blimp,2354.0
smash,2353.0
furor,2352.0
evoke,2351.0
teeth,2351.0
clump,2346.0
outdo,2345.0
downy,2345.0
butch,2343.0
crock,2342.0
spiky,2342.0
crook,2342.0
finch,2342.0
milky,2341.0
bliss,2340.0
plunk,2338.0
spasm,2331.0
mambo,2331.0
fight,2330.0
brood,2330.0
tepee,2329.0
wispy,2328.0
hedge,2327.0
inbox,2319.0
murky,2318.0
pushy,2317.0
dough,2316.0
going,2312.0
check,2309.0
booze,2309.0
cheek,2309.0
pixie,2308.0
winch,2308.0
flick,2307.0
fjord,2306.0
kiosk,2305.0
array,2304.0
queen,2304.0
toddy,2303.0
flung,2302.0
stiff,2299.0
lucky,2298.0
wight,2296.0
rajah,2295.0
lumpy,2294.0
oddly,2293.0
dolly,2293.0
icily,2292.0
spunk,2288.0
holly,2288.0
wacky,2287.0
verve,2286.0
groom,2282.0
sully,2280.0
quirk,2277.0
worry,2276.0
rigid,2276.0
caddy,2275.0
bawdy,2275.0
punch,2275.0
radar,2273.0
bezel,2273.0
skill,2269.0
curry,2269.0
melee,2268.0
scoop,2268.0
thump,2268.0
loopy,2266.0
hitch,2266.0
mushy,2266.0
polyp,2266.0
twist,2265.0
pubic,2263.0
outgo,2262.0
windy,2261.0
knoll,2259.0
crick,2258.0
whiny,2256.0
chill,2256.0
chili,2256.0
swill,2255.0
fungi,2254.0
ninja,2252.0
broom,2252.0
proof,2252.0
fauna,2251.0
whack,2251.0
khaki,2249.0
weedy,2248.0
uncut,2248.0
pinky,2248.0
word,2245.0
slush,2244.0
knack,2241.0
fugue,2241.0
vouch,2241.0
photo,2240.0
pluck,2240.0
wryly,2240.0
humid,2237.0
awash,2233.0
skimp,2233.0
swash,2233.0
belle,2233.0
pagan,2232.0
bushy,2231.0
savvy,2226.0
embed,2224.0
pupil,2224.0
munch,2224.0
visit,2222.0
lupus,2222.0
ditty,2219.0
comic,2219.0
swung,2218.0
lymph,2216.0
geese,2213.0
shuck,2212.0
cocoa,2211.0
glyph,2211.0
cacao,2211.0
golly,2210.0
dilly,2209.0
idyll,2209.0
fanny,2209.0
hilly,2204.0
comfy,2203.0
bough,2203.0
shyly,2202.0
condo,2201.0
flunk,2201.0
sushi,2196.0
forgo,2196.0
nutty,2196.0
mafia,2196.0
conch,2196.0
swoon,2195.0
booty,2190.0
bunch,2189.0
ruddy,2186.0
hippo,2182.0
thumb,2182.0
hurry,2181.0
manga,2181.0
lobby,2180.0
geeky,2179.0
penne,2175.0
jewel,2175.0
beefy,2169.0
dusky,2165.0
mossy,2165.0
paddy,2165.0
quack,2162.0
cabby,2162.0
clock,2161.0
husky,2160.0
soggy,2160.0
happy,2160.0
howdy,2159.0
tweet,2158.0
booth,2154.0
duchy,2152.0
lipid,2151.0
plumb,2150.0
picky,2150.0
juror,2149.0
blood,2149.0
cynic,2148.0
brook,2146.0
sniff,2145.0
idiom,2136.0
sunny,2136.0
vying,2135.0
whisk,2135.0
wedge,2134.0
tatty,2133.0
scoff,2131.0
gumbo,2130.0
bossy,2130.0
folly,2129.0
allay,2123.0
gawky,2121.0
unzip,2120.0
chunk,2118.0
squib,2117.0
cinch,2112.0
timid,2110.0
undid,2107.0
bitty,2106.0
digit,2105.0
level,2105.0
plaza,2105.0
bulky,2102.0
gloom,2101.0
tight,2100.0
thigh,2100.0
flood,2098.0
cliff,2097.0
billy,2096.0
lowly,2095.0
wooly,2095.0
stuff,2095.0
couch,2088.0
musky,2087.0
missy,2081.0
click,2077.0
chaff,2075.0
assay,2073.0
sassy,2073.0
nymph,2072.0
bloom,2071.0
juicy,2067.0
hunky,2066.0
skull,2065.0
papal,2065.0
skulk,2065.0
hutch,2062.0
pizza,2057.0
fifty,2055.0
filly,2045.0
kitty,2035.0
icing,2034.0
myrrh,2030.0
emcee,2026.0
shook,2023.0
furry,2022.0
bosom,2021.0
spoof,2021.0
witty,2021.0
civil,2020.0
fifth,2019.0
knock,2017.0
widow,2016.0
chump,2016.0
llama,2014.0
willy,2011.0
dully,2005.0
maxim,2003.0
spook,2001.0
onion,2001.0
baggy,1996.0
putty,1988.0
pooch,1988.0
swoop,1987.0
nanny,1979.0
pulpy,1978.0
wimpy,1975.0
ovoid,1973.0
dumpy,1969.0
macaw,1968.0
pudgy,1964.0
amass,1964.0
hussy,1950.0
aback,1947.0
snuff,1941.0
livid,1937.0
mucus,1929.0
jolly,1926.0
swish,1925.0
bongo,1922.0
gully,1922.0
skunk,1921.0
affix,1917.0
guava,1910.0
hunch,1908.0
gruff,1908.0
funky,1907.0
cubic,1896.0
mucky,1895.0
bully,1892.0
moody,1890.0
quill,1886.0
dodgy,1885.0
goody,1885.0
kinky,1881.0
tooth,1873.0
cluck,1873.0
plump,1869.0
buxom,1856.0
quick,1854.0
vigil,1854.0
hippy,1852.0
hobby,1850.0
jumbo,1846.0
fully,1841.0
humus,1841.0
chock,1831.0
slyly,1813.0
giddy,1801.0
motto,1800.0
daddy,1798.0
fussy,1791.0
skiff,1780.0
femme,1779.0
piggy,1774.0
gypsy,1772.0
biddy,1771.0
woody,1770.0
dowdy,1770.0
sissy,1765.0
bunny,1748.0
chick,1747.0
known,1736.0
which,1733.0
queue,1729.0
goofy,1721.0
foggy,1721.0
mammy,1720.0
whoop,1707.0
funny,1697.0
bluff,1697.0
madam,1689.0
ninny,1671.0
twixt,1633.0
kayak,1614.0
gamma,1606.0
magma,1606.0
dummy,1602.0
jumpy,1602.0
muddy,1602.0
guppy,1570.0
buddy,1567.0
minim,1562.0
kappa,1556.0
poppy,1547.0
chuck,1543.0
humph,1539.0
dizzy,1530.0
shush,1525.0
gummy,1519.0
boozy,1501.0
puffy,1489.0
whiff,1486.0
buggy,1484.0
jazzy,1471.0
mimic,1464.0
booby,1461.0
bobby,1461.0
pygmy,1419.0
fluff,1416.0
woozy,1416.0
fizzy,1366.0
jiffy,1353.0
civic,1301.0
mamma,1295.0
puppy,1259.0
vivid,1218.0
mummy,1208.0
fuzzy,1162.0
